Name,Screener,LTP,Change(%),Open,Volume,Market Cap (Cr.),PE Ratio,Industry PE,52W High,52W Low,1M Returns,3M Returns,1 Yr Returns,3 Yr Returns,5 Yr Returns,PB Ratio,Dividend,ROE,ROCE,EPS,50 DMA,200 DMA,RSI,Margin Funding,Margin Pledge
Supriya Lifescience,https://scanx.trade/company/supriya-lifescience-ltd,738.4,-2.37%,753.2,"83,405","5,942.85",33.35,17.31,842,556.15,-1.01%,-0.39%,4.48%,221.95%,88.92%,5.62,0.13%,12.85%,24.28%,16.8,752.84,705.44,47.4,50.00%,65.00%
Pilani Investment & Industries,https://scanx.trade/company/pilani-investment-industries-corporation-ltd,"5,363.00",4.09%,"5,152.50","17,426","5,938.05",196.62,-3.94,"5,980.00","3,279.55",3.09%,-1.32%,-2.88%,194.23%,198.87%,0.34,0.29%,-,1.62%,-,"5,291.53","4,957.70",58.44,-,-
ICRA,https://scanx.trade/company/icra-ltd,"6,135.50",-2.60%,"6,235.00","2,591","5,921.51",32.12,41.09,"7,130.00","5,015.10",0.27%,-6.83%,-0.98%,36.21%,119.51%,5.58,0.95%,15.52%,21.38%,151.59,"6,210.92","6,224.30",49.49,71.44%,-
Sunteck Realty,https://scanx.trade/company/sunteck-realty-ltd,403.95,-2.44%,414.65,"3,75,087","5,917.43",34.62,-2.85,545,347,-3.12%,-5.52%,-20.64%,18.91%,15.53%,1.82,0.36%,0.05%,6.51%,4.84,425.07,416.66,45.46,50.00%,65.00%
Avalon Technologies,https://scanx.trade/company/avalon-technologies-ltd,886.95,0.89%,880.9,"1,60,772","5,917.19",67.12,30.78,"1,318.00",598,-8.18%,-11.41%,-9.27%,122.85%,122.85%,9.03,-,9.78%,15.41%,2.83,"1,007.16",902.93,42.36,50.00%,75.00%
Symphony,https://scanx.trade/company/symphony-ltd,861.4,2.00%,845,"84,748","5,915.35",44.66,57.25,"1,454.80",838.1,-0.15%,-6.15%,-34.68%,-3.73%,-12.50%,7.42,1.54%,19.78%,36.63%,30.74,883.12,"1,039.38",47.51,68.06%,80.00%
Gulf Oil Lubricants,https://scanx.trade/company/gulf-oil-lubricants-india-ltd,"1,191.20",-0.34%,"1,197.70","59,226","5,874.95",15.96,205.33,"1,331.90",911,3.07%,-4.09%,-1.48%,182.91%,64.21%,3.57,4.02%,19.71%,32.30%,66.26,"1,197.17","1,209.24",51.04,50.00%,70.00%
V Mart Retail,https://scanx.trade/company/v-mart-retail-ltd,738.65,-1.03%,746,"27,190","5,863.93",51.62,41.17,"1,009.83",676.04,-7.05%,3.02%,-24.27%,0.45%,18.14%,7.01,-,-12.95%,14.23%,-,800.58,797.08,38.41,50.00%,70.00%
Puravankara,https://scanx.trade/company/puravankara-ltd,246.8,-1.18%,249.74,"3,00,848","5,852.85",-20.23,-2.85,415,208.7,0.33%,-7.96%,-38.90%,177.93%,217.84%,3.65,-,-,17.95%,-,253.38,263.89,50.39,50.00%,-
Jai Balaji Industries,https://scanx.trade/company/jai-balaji-industries-ltd,64.15,0.53%,63.78,"19,75,087","5,852.13",19.92,22.81,186.89,59.9,-4.42%,-33.91%,-64.32%,490.70%,1732.86%,2.63,-,-,36.05%,-,77.54,105.38,39.67,50.00%,60.00%
Surya Roshni,https://scanx.trade/company/surya-roshni-ltd,267.05,-1.26%,270.05,"1,72,857","5,811.97",17.96,22.81,359,212.55,2.75%,-8.09%,-3.52%,127.32%,189.77%,2.35,2.03%,15.19%,18.98%,33.31,272.75,290.08,50.14,50.00%,70.00%
Gujarat Ambuja Exports,https://scanx.trade/company/gujarat-ambuja-exports-ltd,125.74,0.38%,126.5,"10,84,307","5,767.32",27.81,41.09,130.75,98.72,16.58%,16.40%,0.65%,2.29%,120.21%,1.86,0.20%,12.47%,11.43%,7.67,111.67,111.07,68.64,50.00%,70.00%
Juniper Hotels,https://scanx.trade/company/juniper-hotels-ltd,259.07,-0.12%,257.51,"30,042","5,764.37",50.95,281.14,372,220.8,9.31%,-12.80%,-25.08%,-35.47%,-35.47%,2.1,-,-0.42%,6.22%,2.08,254.15,282.06,57.36,50.00%,-
Quality Power Electrical Equipments,https://scanx.trade/company/quality-power-electrical-equipments-ltd,741.8,1.91%,730,"6,51,463","5,744.80",46.13,2.59,"1,082.00",267.8,2.05%,-23.70%,91.23%,91.23%,91.23%,12.01,0.14%,-,18.31%,-,823.47,674.78,49.58,0.00%,65.00%
Rattan India Enterprises,https://scanx.trade/company/rattanindia-enterprises-ltd,41.55,-0.76%,41.85,"11,61,755","5,743.33",-13.68,-3.94,69.7,37.42,-3.24%,-23.27%,-35.41%,-0.48%,529.55%,5.6,-,-68.60%,13.68%,8.31,45.84,50.22,41.22,50.00%,60.00%
MAS Financial Services,https://scanx.trade/company/mas-financial-services-ltd,315.85,-1.65%,322,"78,113","5,731.20",17.04,-3.94,350.45,220.06,2.02%,-0.09%,16.92%,25.76%,2.71%,2.07,0.53%,13.32%,10.22%,14.65,311.55,296.86,50.09,50.00%,-
Gokaldas Exports,https://scanx.trade/company/gokaldas-exports-ltd,780.95,-0.48%,780.85,"97,320","5,718.77",37.59,25.18,"1,176.70",668.1,-14.82%,-1.40%,-31.89%,127.22%,774.52%,2.66,0.12%,19.52%,11.54%,17.59,857.72,850.18,33.41,50.00%,65.00%
LG Balakrishnan & Bros,https://scanx.trade/company/lg-balakrishnan-brothers-ltd,"1,788.10",-3.00%,"1,848.00","46,419","5,702.68",18.37,176.6,"1,975.00","1,081.00",-4.49%,27.64%,38.82%,164.77%,557.75%,2.94,1.09%,16.52%,20.12%,85.6,"1,735.76","1,393.52",45.52,50.00%,-
CMS Info Systems,https://scanx.trade/company/cms-info-systems-ltd,344.7,-1.23%,350.75,"3,05,966","5,669.37",16.03,41.09,541.15,340.2,-1.58%,-11.41%,-28.60%,21.69%,44.71%,2.46,2.72%,17.83%,21.24%,21.73,358.84,432.16,39.02,69.74%,80.00%
Shreeji Shipping Global,https://scanx.trade/company/shreeji-shipping-global-ltd,345.75,-1.91%,354.4,"29,53,605","5,632.90",40.19,41.09,352.95,222,15.58%,38.33%,35.54%,35.54%,35.54%,8.05,-,-,51.19%,-,298.41,-,62.23,-,100.00%
Paras Defence Space Tech,https://scanx.trade/company/paras-defence-space-technolo-ltd,698.45,4.11%,671.1,"14,66,036","5,628.62",78.92,38.24,972.5,404.7,-1.47%,-1.53%,39.21%,143.15%,183.66%,8.57,0.07%,-,13.65%,-,696.93,688.81,55.77,0.00%,75.00%
Kingfa Science & Technology,https://scanx.trade/company/kingfa-science-technology-ltd,"4,151.30",0.24%,"4,141.40","2,636","5,625.58",35.57,29.01,"4,880.00","2,550.00",4.98%,-2.62%,18.68%,247.99%,635.46%,4.33,-,-,29.00%,-,"4,265.57","3,715.91",53.28,-,-
Ion Exchange,https://scanx.trade/company/ion-exchange-india-ltd,383.5,3.99%,371,"8,82,740","5,624.66",25.6,14.23,674.8,330.95,10.53%,-8.98%,-41.09%,50.31%,105.12%,4.18,0.41%,23.33%,19.68%,14.16,372.48,458.47,58.39,50.00%,70.00%
Axiscades Engineering Technologies,https://scanx.trade/company/axiscades-engineering-technologies-ltd,"1,321.70",-1.73%,"1,350.00","31,965","5,616.91",63.33,40.47,"1,779.20",583.05,-6.19%,-21.48%,110.46%,348.72%,2268.64%,8.25,-,-,14.32%,-,"1,424.59","1,255.08",45.65,-,-
Subros,https://scanx.trade/company/subros-ltd,857.9,-1.53%,872,"37,793","5,596.57",35.42,176.6,"1,213.70",518,2.50%,-24.26%,38.29%,180.08%,161.24%,4.91,0.30%,5.53%,18.52%,18.25,934.91,840.13,42.91,0.00%,60.00%
Texmaco Rail & Engineering,https://scanx.trade/company/texmaco-rail-engineering-ltd,140.09,4.47%,134.15,"1,04,77,094","5,596.14",26.14,38.24,212.13,116,8.60%,-1.71%,-32.54%,169.15%,404.28%,1.84,0.55%,0.83%,14.75%,3.42,131.17,144.29,66.14,50.00%,55.00%
Bajaj Electricals,https://scanx.trade/company/bajaj-electricals-ltd,482.5,-0.59%,486.6,"32,684","5,566.61",54.26,57.25,805.85,458.15,-1.15%,-18.19%,-37.24%,-52.33%,-10.96%,3.27,0.62%,9.43%,12.14%,10.97,499.27,578.47,42.54,69.37%,80.00%
Fedbank Financial Services,https://scanx.trade/company/fedbank-financial-services-ltd,147.72,0.11%,148.9,"7,88,314","5,518.83",22.49,-3.94,166.8,80,3.06%,-2.29%,40.42%,5.33%,5.33%,2.04,-,13.29%,10.24%,7.02,143.92,122.37,56.83,50.00%,60.00%
Epigral,https://scanx.trade/company/epigral.ltd,"1,277.70",-3.12%,"1,318.80","67,232","5,512.17",14.14,205.33,"2,114.00","1,316.00",-9.94%,-25.49%,-31.17%,23.05%,23.05%,2.71,0.45%,15.62%,22.35%,60.22,"1,524.41","1,741.24",25.1,63.22%,80.00%
Shree Renuka Sugars,https://scanx.trade/company/shree-renuka-sugars-ltd,25.86,0.58%,25.69,"20,94,178","5,504.27",-7.37,-155.68,40.72,24.71,-5.79%,-18.16%,-35.50%,-52.64%,103.62%,-1.69,-,22.33%,25.50%,-,27.83,29.89,40.36,60.00%,65.00%
SJS Enterprises,https://scanx.trade/company/sjs-enterprises-ltd,"1,749.00",-0.20%,"1,752.50","52,021","5,489.66",40.17,29.01,"1,814.00",808.15,3.61%,15.13%,48.59%,264.64%,242.81%,7.43,0.14%,15.20%,21.63%,30.49,"1,665.10","1,295.82",57.62,50.00%,65.00%
VIP Industries,https://scanx.trade/company/vip-industries-ltd,386.4,-5.31%,397,"50,89,031","5,488.61",-29.58,18.77,497.7,248.35,4.21%,-11.97%,-18.20%,-43.15%,10.26%,12.5,-,8.01%,-1.98%,0.04,385.72,383.68,56.92,65.79%,80.00%
Dhanuka Agritech,https://scanx.trade/company/dhanuka-agritech-ltd,"1,208.80",1.48%,"1,191.20","30,341","5,449.07",18.06,22.69,"1,975.00","1,092.05",-0.54%,-20.95%,-20.88%,75.71%,63.97%,3.82,0.17%,19.04%,27.37%,55.96,"1,279.33","1,465.91",42.71,50.00%,100.00%
GHCL,https://scanx.trade/company/ghcl-ltd,565.7,0.31%,568.25,"43,522","5,434.80",9.1,205.33,779,511.05,-1.96%,-5.42%,-15.30%,14.44%,183.42%,1.43,2.22%,26.65%,22.32%,54.12,603.03,602.32,40.79,68.01%,80.00%
Capillary Technologies,https://scanx.trade/company/capillary-technologies-india-ltd,682.75,0.51%,679.3,"6,80,567","5,415.01",406.29,40.47,798.95,570.05,9.20%,12.57%,12.57%,12.57%,12.57%,5.89,-,-,3.14%,-,-,-,55.88,-,-
Sharda Motor,https://scanx.trade/company/sharda-motor-ltd,939.85,-1.23%,946,"12,142","5,395.46",16.35,176.6,"1,248.00",625,2.85%,-16.45%,1.75%,164.24%,426.76%,4.78,1.71%,27.49%,37.78%,108.03,"1,001.03",966.25,41.87,50.00%,75.00%
Gokul Agro Resources,https://scanx.trade/company/gokul-agro-resources-ltd,182.3,-1.41%,184.89,"2,18,755","5,379.43",18.57,9.06,221.5,96.55,-6.69%,-10.43%,7.00%,201.42%,1909.92%,4.5,-,17.27%,35.50%,11.16,187.97,157.75,38.18,50.00%,75.00%
Smartworks Coworking Spaces,https://scanx.trade/company/smartworks-coworking-spacesltd,471.1,-,470,"31,215","5,376.73",-169.75,41.09,619,392.7,-11.11%,-17.21%,5.85%,5.85%,5.85%,10.55,-,-,7.48%,-,522.35,-,42.57,-,70.00%
Indigo Paints,https://scanx.trade/company/indigo-paints-ltd,"1,127.50",-2.29%,"1,152.00","30,962","5,375.43",38.03,44.43,"1,438.00",910,-11.66%,2.53%,-17.10%,-11.41%,-63.83%,5.15,0.30%,16.50%,17.25%,29.92,"1,170.41","1,106.02",33.31,50.00%,75.00%
Sequent Scientific,https://scanx.trade/company/sequent-scientific-ltd,213.54,-0.15%,214.49,"4,88,886","5,373.79",100.31,17.31,257.85,117.35,-3.81%,8.09%,21.74%,150.78%,24.95%,6.71,-,-,9.58%,-,216.33,184.64,49.88,50.00%,75.00%
DCB Bank,https://scanx.trade/company/dcb-bank-ltd,170.48,-1.80%,173.6,"21,40,650","5,372.77",8.34,9.52,190.5,101.41,-7.82%,34.83%,39.17%,37.87%,47.54%,0.97,0.76%,10.57%,6.76%,17.25,168.67,140.32,48.66,69.95%,75.00%
Rallis,https://scanx.trade/company/rallis-india-ltd,276.25,1.79%,269,"4,39,173","5,372.20",31.33,22.69,385.9,196,10.37%,-13.46%,-7.87%,20.16%,0.62%,3.11,0.98%,9.68%,12.75%,8.12,262.82,291.5,60.83,65.70%,80.00%
Piccadily Agro Industries,https://scanx.trade/company/piccadily-agro-industries-ltd,560.35,-0.80%,564,"49,032","5,323.96",50.68,42.5,805.5,533.15,-9.21%,-21.56%,-7.15%,-7.15%,-7.15%,6.92,-,-,20.09%,-,616.43,-,39.37,-,70.00%
Responsive Industries,https://scanx.trade/company/responsive-industries-ltd,198.49,-1.98%,201.47,"35,312","5,291.91",26.53,29.01,271.5,155.8,4.55%,1.27%,-21.36%,68.21%,4.85%,3.68,0.05%,2.35%,15.72%,6.74,198.18,201.22,48.4,50.00%,-
SML Mahindra,https://scanx.trade/company/sml-isuzu-ltd,"3,629.10",-2.19%,"3,754.00","37,184","5,251.91",38.02,777.5,"4,743.00","1,028.40",29.06%,8.07%,148.59%,468.07%,702.99%,12.12,0.48%,11.15%,36.43%,84.64,"3,220.40","2,726.63",55.96,36.00%,-
Senco Gold,https://scanx.trade/company/senco-gold-ltd,320.25,0.34%,317.8,"1,94,974","5,243.08",20.96,15.55,582.25,227.4,1.28%,-9.74%,-39.92%,58.03%,58.03%,2.48,0.31%,16.76%,15.84%,26.35,319.63,337.92,53.6,50.00%,50.00%
Indo Count Industries,https://scanx.trade/company/indo-count-industries-ltd,264.3,-1.29%,268.5,"78,393","5,234.58",32.21,17.79,355.5,213.55,-12.50%,-6.80%,-20.84%,108.69%,72.75%,2.3,0.75%,16.18%,15.51%,17.27,289.81,282.67,35.21,50.00%,100.00%
Man Infraconstruction,https://scanx.trade/company/man-infraconstruction-ltd,129.14,-0.09%,129.25,"2,08,359","5,212.95",17.43,-2.85,262.8,117.12,8.48%,-15.76%,-44.80%,77.15%,494.29%,2.39,0.65%,20.00%,22.33%,7.96,134.74,155,45.37,50.00%,55.00%
PDS,https://scanx.trade/company/pds-ltd,366.3,-0.22%,368.4,"1,13,899","5,177.64",27.96,41.17,619.95,289.95,-0.84%,8.78%,-35.47%,6.24%,336.07%,3.05,0.46%,16.27%,20.32%,11,360.07,376.24,51.79,50.00%,-
Sky Gold And Diamonds,https://scanx.trade/company/sky-gold-ltd,332.95,0.82%,330.2,"2,40,409","5,156.19",27.55,15.55,434.05,246.05,-1.81%,16.89%,-19.46%,1380.44%,48.04%,4.93,-,-,30.25%,-,341.59,324.5,51.23,50.00%,-
Crizac,https://scanx.trade/company/crizac-ltd,292.35,2.52%,286,"2,66,924","5,115.61",26.62,41.09,387.95,254.65,13.07%,-5.37%,-4.97%,-4.97%,-4.97%,8.32,-,-,39.69%,-,290.98,-,54.39,-,70.00%
Lumax Industries,https://scanx.trade/company/lumax-industries-ltd,"5,471.50",-1.46%,"5,552.50","8,088","5,114.61",34.73,176.6,"5,870.00","1,960.00",9.27%,16.10%,129.10%,229.55%,294.81%,6.36,0.63%,17.66%,20.40%,130.57,"5,267.59","3,834.71",50.05,50.00%,70.00%
RattanIndia Power,https://scanx.trade/company/rattanindia-power-ltd,9.52,-,9.6,"1,27,99,405","5,112.34",59.56,9.9,16.92,8.44,-4.32%,-20.13%,-29.64%,141.01%,305.11%,1.13,-,-,8.06%,-,10.22,11.5,40.94,50.00%,70.00%
VST Tillers Tractors,https://scanx.trade/company/vst-tillers-tractors-ltd,"5,901.50",-1.87%,"5,989.00","13,289","5,100.88",54.79,26.43,"6,149.00","3,082.00",10.45%,16.00%,17.51%,160.01%,218.25%,4.92,0.33%,11.20%,11.53%,127.95,"5,699.14","4,629.98",57.73,50.00%,70.00%
India Tourism Development Corporation,https://scanx.trade/company/india-tourism-development-corporation-ltd,593.35,4.33%,567,"4,14,776","5,089.13",68.33,281.14,739.95,467.05,3.38%,-2.10%,-2.28%,66.62%,72.34%,14.44,0.51%,17.69%,26.26%,7.66,585.46,589.08,60.55,50.00%,-
HG Infra Engineering,https://scanx.trade/company/hg-infra-engineering-ltd,780.8,-1.16%,788,"65,145","5,088.56",12.46,-2.85,"1,559.00",720.2,-11.09%,-19.93%,-48.03%,39.85%,257.43%,1.67,0.25%,21.94%,14.91%,82.75,857.81,"1,002.19",42.22,50.00%,65.00%
Technocraft Industries,https://scanx.trade/company/technocraft-industries-ltd,"2,228.10",-0.23%,"2,234.10","3,920","5,051.73",18.86,25.38,"3,383.00","2,050.00",-5.48%,-7.93%,-22.86%,150.71%,559.88%,2.7,0.89%,19.03%,19.55%,115.99,"2,353.22","2,637.07",42.52,50.00%,-
Kaveri Seed Company,https://scanx.trade/company/kaveri-seed-company-ltd,980.5,0.16%,979,"41,552","5,043.60",16.56,41.09,"1,602.00",845,3.38%,-13.98%,11.98%,88.70%,91.78%,2.79,0.51%,19.94%,19.03%,61.18,"1,008.36","1,180.16",49.18,50.00%,75.00%
Sterling & Wilson Renewable Energy,https://scanx.trade/company/sterling-wilson-solar-ltd,215.66,-1.97%,218.97,"7,62,977","5,035.54",-13.99,14.23,476.9,196.6,-4.15%,-16.46%,-52.97%,-18.05%,-3.83%,10.92,-,488.96%,17.09%,-,224.41,265.08,46.71,50.00%,70.00%
KNR Constructions,https://scanx.trade/company/knr-constructions-ltd,178.93,4.63%,186,"1,79,20,090","5,032.13",9.95,-2.85,356.95,141.5,9.04%,-13.72%,-43.78%,-27.57%,9.22%,1.01,0.15%,15.99%,23.09%,27.64,167.85,202.87,69.06,66.95%,80.00%
Sterlite Technologies,https://scanx.trade/company/sterlite-technologies-ltd,103.01,-0.59%,103.45,"6,46,782","5,026.41",-101.47,34.98,140.4,50.66,-4.26%,-16.44%,23.99%,-12.09%,-38.76%,2.46,-,-,4.51%,-,109.25,97.65,49.12,36.00%,75.00%
Jamna Auto Industries,https://scanx.trade/company/jamna-auto-industries-ltd,125.87,-0.15%,126.06,"19,80,678","5,021.96",28.01,176.6,129.99,68.57,20.83%,19.63%,31.07%,23.34%,115.90%,4.86,1.67%,21.47%,25.24%,5.15,109.49,95.42,62.61,50.00%,65.00%
eMudhra,https://scanx.trade/company/emudhra-ltd,601.35,1.85%,592,"47,732","4,979.88",49.87,40.47,990,580.55,-3.67%,-8.92%,-34.59%,92.56%,133.17%,6.02,0.21%,11.53%,14.08%,9.34,622.57,727.67,45.2,50.00%,70.00%
Ellenbarrie Industrial Gases,https://scanx.trade/company/ellenbarrie-industrial-gases-ltd,347.5,0.83%,350,"56,704","4,897.51",52.69,205.33,637.7,338,-11.25%,-31.98%,-35.00%,-35.00%,-35.00%,5.45,-,-,17.90%,-,406.01,-,31.37,-,100.00%
Datamatics Global Services,https://scanx.trade/company/datamatics-global-services-ltd,825.65,-2.21%,842.75,"38,414","4,880.12",21.4,40.47,"1,120.00",522,-2.96%,-8.30%,25.35%,197.75%,613.00%,3.43,0.59%,16.15%,14.67%,32.04,866.71,773.38,44.9,50.00%,75.00%
Hindustan Construction Company,https://scanx.trade/company/hcc-hindustan-construction-company-ltd,18.62,0.05%,18.7,"5,80,42,692","4,877.45",32.65,-2.85,34.93,16.92,-5.43%,-23.03%,-43.51%,24.22%,154.72%,2.33,-,-,34.46%,-,21.07,22.98,43.39,-,-
Bansal Wire Industries,https://scanx.trade/company/bansal-wire-industries-ltd,311.2,0.05%,314.9,"64,779","4,872.02",31.97,25.38,466.7,299,-1.44%,-11.79%,-30.92%,-11.17%,-11.17%,3.62,-,17.09%,16.84%,4.78,315.92,356.55,43.38,60.00%,-
GMM Pfaudler,https://scanx.trade/company/gmm-pfaudler-ltd,"1,082.80",1.57%,"1,071.70","42,185","4,867.97",77.68,38.24,"1,418.00",991.1,-6.22%,-1.76%,-10.62%,-28.53%,-9.35%,4.07,0.19%,17.87%,10.11%,34.78,"1,153.44","1,151.27",44.82,50.00%,70.00%
Gujarat Themis Biosyn,https://scanx.trade/company/gujarat-themis-biosyn-ltd,443.3,1.26%,440,"3,09,921","4,830.43",99.13,41.25,479,208,10.71%,7.69%,82.08%,82.08%,82.08%,18.1,0.15%,-,23.47%,-,425.44,358.76,70.7,50.00%,-
R Systems International,https://scanx.trade/company/r-systems-international-ltd,406.5,0.22%,402,"46,498","4,812.48",25.44,40.47,496.9,283,2.15%,-5.45%,-14.25%,59.63%,236.23%,6.93,3.08%,16.44%,20.91%,12.02,411.8,401.35,46.73,50.00%,-
CARE Ratings,https://scanx.trade/company/care-ratings-ltd,"1,603.70",-0.02%,"1,600.00","27,934","4,810.29",30.97,41.09,"1,964.00","1,052.00",7.27%,4.78%,19.34%,174.00%,210.13%,5.58,1.12%,14.15%,22.60%,34.6,"1,556.77","1,540.72",63.04,65.69%,80.00%
SIS,https://scanx.trade/company/security-intelligence-services-ltd,339.4,2.08%,332,"42,084","4,784.30",89.3,41.09,401.85,287.9,4.14%,-0.67%,-8.49%,-10.05%,-22.27%,1.86,-,7.87%,6.31%,11.43,332.94,346.17,60.93,50.00%,-
Ashoka Buildcon,https://scanx.trade/company/ashoka-buildcon-ltd,170.41,-1.03%,172.19,"5,13,713","4,783.80",3.39,14.23,319,159.23,-2.99%,-12.03%,-39.76%,107.56%,83.24%,1.15,-,18.88%,17.78%,19.35,183.2,192.32,44.52,50.00%,65.00%
Nephrocare Health Services,https://scanx.trade/company/nephrocare-health-services-ltd,476.2,0.17%,476.95,"13,25,841","4,778.22",71.06,-84.21,499,446,1.05%,1.05%,1.05%,1.05%,1.05%,5.02,-,-,15.19%,-,-,-,-,-,-
Saatvik Green Energy,https://scanx.trade/company/saatvik-green-energy-ltd,375.7,-1.88%,385.7,"1,59,391","4,775.34",14.55,2.59,567,350.6,-10.15%,-14.75%,-14.75%,-14.75%,-14.75%,4.04,-,-,60.45%,-,444.46,-,37.7,-,75.00%
AGI Greenpac,https://scanx.trade/company/hsil-ltd,737.85,-0.02%,738,"17,552","4,773.70",13.55,13.6,"1,200.95",599.1,-1.21%,-18.75%,-36.29%,141.52%,565.93%,2.15,0.95%,4.63%,18.58%,38.81,777.26,821.48,45.74,62.31%,80.00%
Skipper,https://scanx.trade/company/skipper-ltd,422.85,0.01%,422.5,"1,86,008","4,773.33",28.74,38.24,588,342.5,-11.51%,-21.15%,-22.61%,254.47%,600.31%,3.73,0.02%,4.63%,26.00%,9.53,477.59,485.73,29.88,50.00%,65.00%
Sunflag Iron & Steel Company,https://scanx.trade/company/sunflag-iron-steel-company-ltd,264.5,0.17%,264.7,"79,227","4,766.80",23.63,25.38,322,196.37,6.74%,-2.09%,-6.71%,155.06%,364.04%,0.58,0.28%,-,2.98%,-,258.86,265.79,57.28,50.00%,75.00%
PTC India,https://scanx.trade/company/ptc-india-ltd,160.74,1.79%,158.33,"9,75,455","4,758.04",4.59,41.17,207,127.69,0.58%,-6.45%,12.08%,108.35%,176.90%,0.8,7.41%,8.63%,17.05%,17.36,162.04,172.35,53.4,50.00%,65.00%
TVS Supply Chain Solutions,https://scanx.trade/company/tvs-supply-chain-solutions-ltd,107.7,-0.76%,108.01,"2,38,625","4,751.51",80.41,41.09,183.9,100.01,0.36%,-16.11%,-36.93%,-46.42%,-46.42%,2.46,-,-3.13%,6.56%,-,116.16,125.63,45.09,50.00%,70.00%
TARC,https://scanx.trade/company/tarc-anant-raj-global-ltd,160.41,6.88%,151.09,"45,48,419","4,733.64",-46.74,-2.85,206.1,103.22,24.47%,-3.82%,-6.69%,301.53%,700.05%,4.09,-,-,-6.50%,-,146.28,158.23,64.77,50.00%,70.00%
Zaggle Prepaid Ocean Services,https://scanx.trade/company/zaggle.ltd,350.75,-0.51%,349.05,"5,13,820","4,708.96",42.35,40.47,577.3,298.65,-4.73%,-0.64%,-35.88%,121.50%,121.50%,3.62,-,-,9.99%,-,365.83,376.92,44.64,60.00%,60.00%
Electrosteel Castings,https://scanx.trade/company/electrosteel-castings-ltd,76.1,-0.60%,76.45,"6,15,842","4,704.38",9.54,20.81,148.4,66.1,5.17%,-22.36%,-45.51%,106.51%,261.52%,0.8,1.83%,14.47%,14.70%,14.98,80.78,99.54,50.65,50.00%,65.00%
SG Mart,https://scanx.trade/company/kintech-renewables-ltd,373.15,-1.74%,383.55,"2,07,157","4,701.69",39.85,41.17,389.55,321.95,8.13%,-1.47%,4.20%,4.20%,4.20%,3.13,-,-,14.60%,-,348.71,-,66.88,-,-
Unimech Aerospace and Manufacturing,https://scanx.trade/company/unimech-aerospace-and-manufacturing-ltd,921.55,-1.17%,932.45,"24,479","4,686.72",59.62,38.24,"1,523.75",850,-5.51%,-11.15%,-33.04%,-33.04%,-33.04%,6.72,-,-,14.87%,-,972.96,"1,057.87",42.01,-,-
VRL Logistics,https://scanx.trade/company/vrl-logistics-ltd,264.5,-1.36%,268,"90,405","4,673.37",20.08,41.09,324.5,216.6,-0.21%,-6.09%,3.85%,-1.63%,166.36%,4.28,2.80%,9.42%,15.71%,7.8,270.71,271.73,42.3,50.00%,70.00%
Zota Healthcare,https://scanx.trade/company/zota-healthcare-ltd,"1,536.60",-1.27%,"1,569.90","62,160","4,658.65",-83.54,17.31,"1,740.00",752,-5.65%,5.05%,85.65%,452.63%,947.80%,7.61,0.06%,-7.18%,-13.84%,-,"1,577.56","1,218.03",42.57,60.00%,75.00%
Rain Industries,https://scanx.trade/company/rain-industries-ltd,138.5,7.19%,128.99,"1,04,69,135","4,658.39",-123.29,41.09,179.69,99.9,30.71%,2.84%,-19.84%,-14.87%,11.33%,0.62,0.77%,-10.25%,4.80%,-,119.38,137.16,74.41,68.14%,75.00%
Laxmi Organic Industries,https://scanx.trade/company/laxmi-organic-industries-ltd,167.4,-1.98%,170.7,"2,61,676","4,639.46",56.76,205.33,248.8,160.2,-9.02%,-20.68%,-30.94%,-42.59%,1.79%,2.46,0.29%,6.70%,9.08%,4.21,185.41,193.09,31.23,68.30%,80.00%
DB Corp,https://scanx.trade/company/db-corp-ltd,260.25,-0.15%,259.85,"1,36,284","4,638.67",13.5,11.32,312.5,189.05,1.13%,-2.58%,-15.28%,119.25%,220.50%,2.02,4.59%,19.16%,20.64%,26.08,257.07,257.6,54.79,64.81%,-
Oriana Power,https://scanx.trade/company/oriana-power-ltd,"2,269.85",-2.29%,"2,323.15","50,475","4,612.14",29.78,14.23,"3,064.00","1,000.00",-11.59%,-11.16%,-7.29%,615.82%,615.82%,9.26,-,-,32.07%,-,"2,593.80","2,146.47",42.31,-,-
KRN Heat Exchanger and Refrigeration,https://scanx.trade/company/krn-heat-exchanger-and-refrigeration-ltd,736.75,1.13%,731,"1,34,395","4,579.39",76.65,38.24,"1,012.00",675.3,-8.99%,-13.87%,2.68%,53.88%,53.88%,8.56,-,-,15.51%,-,796.08,826.9,38.83,50.00%,75.00%
Ceigall India,https://scanx.trade/company/ceigall-india-ltd,259.91,3.36%,251.75,"4,92,900","4,527.76",17.49,-2.85,366,222.61,8.34%,-4.12%,-24.44%,-32.80%,-32.80%,2.26,-,33.57%,19.22%,17.06,244.2,255.4,70.36,70.00%,70.00%
Cigniti Technologies,https://scanx.trade/company/cigniti-technologies-ltd,"1,647.80",-3.28%,"1,706.80","1,12,203","4,524.36",16.45,40.47,"1,929.50","1,033.25",-5.49%,6.75%,-12.06%,208.20%,316.11%,4.16,-,28.56%,27.78%,53.61,"1,761.93","1,608.34",32.53,67.99%,75.00%
